Date,Close,VIX,RSI_14,MACD_12_26_9
2015-04-06,8659.900390625,14.569999694824219,50.752115134911634,-55.77447372050483
2015-04-07,8660.2998046875,14.25,51.710634967320665,-43.74990045879531
2015-04-08,8714.400390625,14.350000381469727,49.4125791725701,-29.514647880290795
2015-04-09,8778.2998046875,14.420000076293945,55.89282711459054,-12.927933793795091
2015-04-10,8780.349609375,14.260000228881836,59.91422503501968,0.3781990842999221
2015-04-13,8834.0,14.489999771118164,68.15233151684697,15.078725245664828
2015-04-16,8706.7001953125,14.949999809265137,59.36298002152665,16.269423998208367
2015-04-17,8606.0,15.039999961853027,53.40902250716252,8.983837081417732
2015-04-20,8448.099609375,16.299999237060547,46.137306363580805,-9.422666303036749
2015-04-21,8377.75,17.030000686645508,51.86933619950525,-29.348269801648712
2015-04-22,8429.7001953125,17.209999084472656,54.400032701334624,-40.48086927219265
2015-04-23,8398.2998046875,18.5,44.682658759007154,-51.24654538276627
2015-04-24,8305.25,19.110000610351562,40.48070898218936,-66.519962135264
2015-04-27,8213.7998046875,18.739999771118164,30.83809380259754,-85.02342432086516
2015-04-28,8285.599609375,17.40999984741211,30.706145296391753,-92.82389119410254
2015-04-29,8239.75,17.239999771118164,29.292445526682002,-101.53506466379986
2015-04-30,8181.5,17.229999542236328,23.867173656938718,-111.84968701568505
2015-05-04,8331.9501953125,17.309999465942383,29.82418967809602,-106.65457855402201
2015-05-05,8324.7998046875,17.360000610351562,29.502838949276793,-101.93930162047764
2015-05-06,8097.0,19.670000076293945,21.331889838556506,-115.25535907929225
2015-05-07,8057.2998046875,19.649999618530273,22.891969984052807,-127.54168339156058
2015-05-08,8191.5,19.110000610351562,33.16820689502019,-125.00882579485915
2015-05-11,8325.25,18.6299991607666,44.91158639681196,-110.93027553197317
2015-05-12,8126.9501953125,20.549999237060547,40.60745657184362,-114.45469748875075
2015-05-13,8235.4501953125,20.690000534057617,43.02087646047507,-107.256399050455
2015-05-14,8224.2001953125,20.700000762939453,43.65294898377688,-101.2918472933834
2015-05-15,8262.349609375,19.81999969482422,48.370788267005295,-92.42118428449794
2015-05-18,8373.650390625,17.899999618530273,55.9804168721799,-75.5393069637521
2015-05-19,8365.650390625,18.270000457763672,53.14504210424542,-62.09009473851074
2015-05-20,8423.25,17.719999313354492,57.14341109436705,-46.25054259208446
2015-05-21,8421.0,17.40999984741211,59.748450172591696,-33.49305253329294
2015-05-22,8458.9501953125,16.950000762939453,55.690472064843945,-20.088814798105886
2015-05-25,8370.25,16.93000030517578,51.89779063423338,-16.433785830533452
2015-05-26,8339.349609375,17.06999969482422,62.110810061645736,-15.847867961858356
2015-05-27,8334.599609375,17.280000686645508,64.35892897777552,-15.587130395666463
2015-05-28,8319.0,17.1299991607666,57.52656434474616,-16.449630994567997
2015-05-29,8433.650390625,16.65999984741211,56.54670488457954,-7.792019037928185
2015-06-01,8433.400390625,16.90999984741211,74.32721364038781,-0.9401348093597335
2015-06-02,8236.4501953125,16.81999969482422,50.06960872284308,-11.272262349690209
2015-06-03,8135.10009765625,17.510000228881836,44.489114251285784,-27.323683314269147
2015-06-04,8130.64990234375,18.1200008392334,41.49997258269155,-39.943203259432266
2015-06-05,8114.7001953125,18.09000015258789,30.94134305079386,-50.64743963765795
2015-06-08,8044.14990234375,18.889999389648438,28.33265214921815,-64.08471441995607
2015-06-09,8022.39990234375,18.010000228881836,21.613244324142656,-75.61722640699918
2015-06-10,8124.4501953125,17.079999923706055,31.60022152420285,-75.65017138615531
2015-06-11,7965.35009765625,17.809999465942383,23.376520082444074,-87.50561844626463
2015-06-12,7982.89990234375,17.479999542236328,27.37047312759195,-94.39687467559543
2015-06-15,8013.89990234375,17.520000457763672,30.98899193205655,-96.24732471651623
2015-06-16,8047.2998046875,17.170000076293945,33.76104372669958,-93.93589222865921
2015-06-17,8091.5498046875,16.729999542236328,37.54722408463069,-87.52453182103727
2015-06-18,8174.60009765625,16.020000457763672,35.30879403817302,-74.87886104466997
2015-06-19,8224.9501953125,15.09000015258789,38.81406080831097,-60.101431865025916
2015-06-22,8353.099609375,15.489999771118164,56.75875703465469,-37.616012076958214
2015-06-23,8381.5498046875,15.039999961853027,65.59708978178926,-17.30102643941791
2015-06-24,8360.849609375,15.920000076293945,64.27506036142367,-2.8388620880468807
2015-06-25,8398.0,15.930000305175781,67.11779277073171,11.487809087107962
2015-06-26,8381.099609375,15.760000228881836,71.77096590396422,21.233314498273103
2015-06-29,8318.400390625,17.299999237060547,68.16399004980491,23.625059811884057
2015-06-30,8368.5,16.93000030517578,65.99593168091474,29.226252930104238
2015-07-01,8453.0498046875,15.850000381469727,85.42787965979895,40.02630314959242
2015-07-02,8444.900390625,15.5600004196167,84.02571949496003,47.38164504135966
2015-07-03,8484.900390625,16.309999465942383,84.23471607738975,55.795298716777324
2015-07-06,8522.150390625,16.020000457763672,84.32246160448705,64.72285873350847
2015-07-07,8510.7998046875,16.309999465942383,81.81682086733801,70.07434352956625
2015-07-08,8363.0498046875,17.790000915527344,63.02258897619092,61.682209469163354
2015-07-09,8328.5498046875,17.440000534057617,57.31946613972435,51.65210774697516
2015-07-10,8360.5498046875,17.06999969482422,50.609124167434494,45.75784448603554
2015-07-13,8459.650390625,16.270000457763672,55.7241691276359,48.52383488930536
2015-07-14,8454.099609375,16.010000228881836,56.98972271835564,49.695145847543245
2015-07-15,8523.7998046875,15.569999694824219,58.99083042640122,55.60664271043606
2015-07-16,8608.0498046875,14.779999732971191,64.79562797555761,66.32526113338099
2015-07-17,8609.849609375,14.800000190734863,70.63939496207448,74.11076983146268
2015-07-20,8603.4501953125,14.960000038146973,67.73609024440948,78.85546561179399
2015-07-21,8529.4501953125,15.100000381469727,55.86071640467215,75.77104816776045
2015-07-22,8633.5,15.130000114440918,62.61196427591864,80.79126338562128
2015-07-23,8589.7998046875,15.520000457763672,56.980251743162185,80.31772681188704
2015-07-24,8521.5498046875,15.460000038146973,49.96161906390457,73.58697619928171
2015-07-27,8361.0,16.3700008392334,41.960084238421146,54.6676062434035
2015-07-28,8337.0,15.920000076293945,48.387708993410605,37.3072154660822
2015-07-29,8375.0498046875,15.880000114440918,52.86541641692965,26.3159283026107
2015-07-30,8421.7998046875,15.329999923706055,53.706952190246085,21.133969091313702
2015-07-31,8532.849609375,14.569999694824219,54.36697606890589,25.69186046390132
2015-08-03,8543.0498046875,15.390000343322754,55.27738346997306,29.78376403756738
2015-08-04,8516.900390625,14.829999923706055,49.56835402667957,30.564262136875186
2015-08-05,8567.9501953125,14.670000076293945,47.382525351168184,34.89980190899223
2015-08-06,8588.650390625,14.729999542236328,48.6495565708143,39.55017142023462
2015-08-07,8564.599609375,14.90999984741211,47.579552962907535,40.82432827183038
2015-08-10,8525.599609375,15.470000267028809,49.74916377321809,38.24625368807574
2015-08-11,8462.349609375,15.890000343322754,38.2249473254214,30.7449558952394
2015-08-12,8349.4501953125,17.450000762939453,34.90169952346598,15.511279797347015
2015-08-13,8355.849609375,17.020000457763672,38.71403733053795,3.909791329084328
2015-08-14,8518.5498046875,16.020000457763672,60.69949158994534,7.7546829947859806
2015-08-17,8477.2998046875,16.459999084472656,59.309886298687246,7.388091758573864
2015-08-18,8466.5498046875,16.360000610351562,56.29992415562621,6.159131767140934
2015-08-19,8495.150390625,16.68000030517578,55.1797617520616,7.407610062120511
2015-08-20,8372.75,16.979999542236328,38.87270486217635,-1.4627883613247832
2015-08-21,8299.9501953125,17.110000610351562,34.45654671515345,-14.203252589964904
2015-08-24,7809.0,28.1299991607666,21.61132711533581,-63.18735549955454
2015-08-25,7880.7001953125,26.850000381469727,22.888501930085454,-95.12545638100528
2015-08-26,7791.85009765625,25.520000457763672,20.17072281725916,-126.15189128485144
2015-08-27,7948.9501953125,22.040000915527344,29.040300605493186,-136.49052176645455
2015-08-28,8001.9501953125,23.329999923706055,32.34076565272548,-138.8072206136767
2015-08-31,7971.2998046875,24.600000381469727,33.067841104702694,-141.485494796103
2015-09-01,7785.85009765625,28.719999313354492,31.492194272047442,-156.76519627148082
2015-09-02,7717.0,26.649999618530273,29.847673546740708,-172.44228987552106
2015-09-03,7823.0,24.1200008392334,27.24509786381364,-174.3039183131532
2015-09-04,7655.0498046875,26.420000076293945,25.159387127361597,-187.1738260506072
2015-09-07,7558.7998046875,26.350000381469727,23.923498800723777,-202.8021147218251
2015-09-08,7688.25,24.56999969482422,28.09004584759718,-202.40885391540724
2015-09-09,7818.60009765625,24.299999237060547,35.017720267693136,-189.3957916025829
2015-09-10,7788.10009765625,24.75,35.83742181844613,-179.4750642452127
2015-09-11,7789.2998046875,24.979999542236328,49.25225143745052,-169.56141160380866
2015-09-14,7872.25,24.31999969482422,49.68197695444695,-153.2448714569391
2015-09-15,7829.10009765625,23.739999771118164,51.451844837128014,-142.1570345321752
2015-09-16,7899.14990234375,22.0,47.9177002522255,-126.26194101739293
2015-09-18,7981.89990234375,18.290000915527344,49.181988161408675,-105.76849805262191
2015-09-21,7977.10009765625,18.18000030517578,50.24173936755821,-88.88993316295728
2015-09-22,7812.0,20.350000381469727,51.10865731879441,-87.82337378137618
2015-09-23,7845.9501953125,20.690000534057617,55.63371808754374,-83.27863647707363
2015-09-24,7868.5,20.8799991607666,52.14420358152687,-76.97005574818104
2015-09-28,7795.7001953125,21.670000076293945,57.28117448409047,-76.95767571345732
2015-09-29,7843.2998046875,21.56999969482422,65.50917151825146,-72.27384587042798
2015-09-30,7948.89990234375,19.6299991607666,64.58835611908532,-59.35660562914745
2015-10-01,7950.89990234375,19.239999771118164,58.64705709642705,-48.40028799704305
2015-10-05,8119.2998046875,19.1299991607666,68.34090713668051,-25.831097779258926
2015-10-06,8152.89990234375,19.309999465942383,69.43763302711105,-5.173962635717544
2015-10-07,8177.39990234375,19.34000015258789,67.40036541081989,13.023780996807545
2015-10-08,8129.35009765625,19.559999465942383,67.02581982055817,23.299820437568997
2015-10-09,8189.7001953125,18.93000030517578,66.6590517016927,35.89957627470267
2015-10-12,8143.60009765625,19.1200008392334,59.6780170413432,41.68456720273116
2015-10-13,8131.7001953125,18.020000457763672,59.17508529713308,44.79264974054331
2015-10-14,8107.89990234375,17.719999313354492,71.09954549157868,44.81870072576021
2015-10-15,8179.5,17.170000076293945,72.5722393607038,50.04004531951068
2015-10-16,8238.150390625,16.270000457763672,73.84994499394492,58.23924907878063
2015-10-19,8275.0498046875,16.8799991607666,82.43012895306077,66.94297452389219
2015-10-20,8261.650390625,17.0,79.67658493195856,71.93035060810871
2015-10-21,8251.7001953125,16.6200008392334,74.85230126294343,74.22437212371278
2015-10-23,8295.4501953125,16.190000534057617,76.46520070960023,78.66584912740473
2015-10-26,8260.5498046875,17.229999542236328,63.64865655473334,78.46508514451489
2015-10-27,8232.900390625,16.540000915527344,57.820192047928934,75.20795115698638
2015-10-28,8171.2001953125,17.040000915527344,49.43505464356873,66.8770419833445
2015-10-29,8111.75,17.579999923706055,48.42884354690367,54.84537913595159
2015-10-30,8065.7998046875,17.8799991607666,38.64757684812195,41.12830144841155
2015-11-02,8050.7998046875,19.479999542236328,40.98326123611231,28.71602347158114
2015-11-03,8060.7001953125,19.559999465942383,43.0745299607737,19.453830878946974
2015-11-04,8040.2001953125,19.360000610351562,43.353655204415524,10.340103567009464
2015-11-05,7955.4501953125,19.290000915527344,28.557783431061196,-3.6788007778650353
2015-11-06,7954.2998046875,19.469999313354492,19.47516220025247,-14.712118240056043
2015-11-09,7915.2001953125,17.040000915527344,11.484607891095038,-26.30785297407965
2015-11-10,7783.35009765625,16.829999923706055,9.161593615000612,-45.61098224569014
2015-11-13,7762.25,17.649999618530273,8.990415220440113,-61.89793197527797
2015-11-16,7806.60009765625,17.8799991607666,9.081843261469302,-70.41507360878313
2015-11-17,7837.5498046875,16.969999313354492,14.357960772955138,-73.81667434355222
2015-11-18,7731.7998046875,17.420000076293945,12.688022547435565,-84.07642791815942
2015-11-19,7842.75,15.84000015258789,27.214724225627293,-82.30583262640539
2015-11-20,7856.5498046875,15.899999618530273,31.099098369311292,-78.87981676604068
2015-11-23,7849.25,17.079999923706055,32.98768652422417,-75.87902161671173
2015-11-24,7831.60009765625,16.25,32.85090959654727,-74.07122250871362
2015-11-26,7883.7998046875,16.690000534057617,37.01933205589943,-67.64665999700628
2015-11-27,7942.7001953125,16.729999542236328,43.22728351931622,-57.14366208188585
2015-11-30,7935.25,16.43000030517578,48.428000364785994,-48.85792531198331
2015-12-01,7954.89990234375,15.640000343322754,50.045393199662854,-40.24195215358941
2015-12-02,7931.35009765625,15.489999771118164,51.25105815122542,-34.91156498571945
2015-12-03,7864.14990234375,16.059999465942383,56.9559083900669,-35.6981824718805
2015-12-04,7781.89990234375,16.09000015258789,51.530486121305564,-42.46891489013342
2015-12-07,7765.39990234375,15.869999885559082,46.645479439855734,-48.60588285440372
2015-12-08,7701.7001953125,15.970000267028809,39.49913492981306,-57.94159355420925
2015-12-09,7612.5,16.729999542236328,40.53626513920241,-71.71127884475027
2015-12-10,7683.2998046875,16.290000915527344,36.49069273704189,-76.0344235976554
2015-12-11,7610.4501953125,17.18000030517578,31.045909925087997,-84.3663785126364
2015-12-14,7650.0498046875,17.799999237060547,35.385144478437496,-86.77388000855899
2015-12-15,7700.89990234375,17.34000015258789,40.856279684963624,-83.61480495719115
2015-12-16,7750.89990234375,16.729999542236328,40.67368467220715,-76.19826689749061
2015-12-17,7844.35009765625,14.220000267028809,43.41742937873417,-62.064516177383666
2015-12-18,7761.9501953125,14.489999771118164,39.458636826429476,-56.856988407827885
2015-12-21,7834.4501953125,14.229999542236328,43.115972564465636,-46.34559783728946
2015-12-22,7786.10009765625,14.479999542236328,41.92741095978143,-41.439010760729616
2015-12-23,7865.9501953125,13.649999618530273,50.0986678898238,-30.752770807817797
2015-12-24,7861.0498046875,13.75,54.73980059380915,-22.420816013567674
2015-12-28,7925.14990234375,14.399999618530273,59.050480729332065,-10.52402522482771
2015-12-29,7928.9501953125,14.239999771118164,63.81206418849138,-0.780088555517068
2015-12-30,7896.25,14.350000381469727,68.51790480512098,4.254377169645522
2015-12-31,7946.35009765625,13.869999885559082,67.64370861534451,12.146865204165806
2016-01-04,7791.2998046875,16.84000015258789,60.925470345657594,5.823328296904947
2016-01-05,7784.64990234375,16.700000762939453,58.46859295787715,0.272151008273795
2016-01-06,7741.0,16.549999237060547,52.546033210503694,-7.562206894950577
2016-01-07,7568.2998046875,18.959999084472656,39.96925046121626,-27.390711352377366
2016-01-08,7601.35009765625,17.799999237060547,35.702547813885815,-39.97722895140305
2016-01-11,7563.85009765625,18.690000534057617,37.694145794900514,-52.374332723273255
2016-01-12,7510.2998046875,18.709999084472656,29.378490709044925,-65.76212306371872
2016-01-13,7562.39990234375,18.350000381469727,35.83641973400276,-71.34557353948094
2016-01-14,7536.7998046875,18.610000610351562,27.62258283395498,-76.94918983877324
2016-01-15,7437.7998046875,19.420000076293945,24.48923493839034,-88.36000956227781
2016-01-18,7351.0,20.229999542236328,16.315698709358415,-103.21735975306092
2016-01-19,7435.10009765625,18.43000030517578,23.52155780644182,-106.97262792707261
2016-01-20,7309.2998046875,20.969999313354492,21.386466488997556,-118.73107932100356
2016-01-21,7276.7998046875,20.809999465942383,16.78986906687321,-129.18307309891497
2016-01-22,7422.4501953125,18.81999969482422,31.532613808270725,-124.28095075996862
2016-01-25,7436.14990234375,18.270000457763672,32.673779759534995,-117.93109536644988
2016-01-27,7437.75,19.059999465942383,34.26557516931349,-111.48455021243717
2016-01-28,7424.64990234375,17.899999618530273,41.06711799438512,-106.20838102774178
2016-01-29,7563.5498046875,17.239999771118164,47.922834572146584,-89.78394423136797
2016-02-01,7555.9501953125,17.889999389648438,49.55114216134247,-76.49885353783975
2016-02-02,7455.5498046875,18.040000915527344,47.04644951243026,-73.22767286156795
2016-02-03,7361.7998046875,18.59000015258789,39.643779219345305,-77.30891110253287
2016-02-04,7404.0,18.209999084472656,43.25958147912798,-76.25905185212105
2016-02-05,7489.10009765625,18.110000610351562,52.641075826827205,-67.77885175056326
2016-02-08,7387.25,20.260000228881836,51.83776750854769,-68.4872058800338
2016-02-09,7298.2001953125,21.729999542236328,43.09423890591972,-75.3653913311291
2016-02-10,7215.7001953125,22.469999313354492,45.062792973780454,-86.47661478903956
2016-02-11,6976.35009765625,25.969999313354492,36.990708811977015,-113.28995588916587
2016-02-12,6980.9501953125,24.670000076293945,28.223344434500376,-132.63954632963032
2016-02-15,7162.9501953125,22.3799991607666,38.44333357981475,-131.7694015598563
2016-02-16,7048.25,23.040000915527344,34.962557957687594,-138.7358917331403
2016-02-17,7108.4501953125,21.829999923706055,38.220848383692385,-137.8106374937397
2016-02-18,7191.75,21.489999771118164,35.551078992530435,-128.87023294371102
2016-02-19,7210.75,20.920000076293945,36.702621895297234,-118.88136632538499
2016-02-22,7234.5498046875,21.020000457763672,40.95300764203487,-107.80199790204824
2016-02-23,7109.5498046875,23.84000015258789,39.93134868723659,-107.86457822106331
2016-02-24,7018.7001953125,22.959999084472656,35.19557893962693,-113.9316447092242
2016-02-25,6970.60009765625,22.75,29.494578814391303,-121.22372288524275
2016-02-26,7029.75,21.8700008392334,35.367546074163144,-120.83691189162255
2016-02-29,6987.0498046875,20.15999984741211,36.76237436183791,-122.56307940711486
2016-03-01,7222.2998046875,18.670000076293945,50.24847926863704,-103.7523778376908
2016-03-02,7368.85009765625,18.989999771118164,65.88811277271128,-76.14166374633078
2016-03-03,7475.60009765625,18.040000915527344,68.49365783913427,-45.12595710784262
2016-03-04,7485.35009765625,17.8799991607666,63.83571690502383,-19.533868349963086
2016-03-08,7485.2998046875,18.469999313354492,70.80297603055237,0.7355096520077495
2016-03-09,7531.7998046875,17.510000228881836,70.417150198939,20.317096295694682
2016-03-10,7486.14990234375,17.899999618530273,64.73325360663918,31.785673720783052
2016-03-11,7510.2001953125,17.100000381469727,64.91062484804279,42.327338393550235
2016-03-14,7538.75,17.100000381469727,65.07582899854228,52.38159184849792
2016-03-15,7460.60009765625,17.600000381469727,68.24490338677923,53.42773448978551
2016-03-16,7498.75,17.110000610351562,76.39519961339168,56.681795897248776
2016-03-17,7512.5498046875,16.84000015258789,80.96677478917228,59.68616693631884
2016-03-18,7604.35009765625,16.3799991607666,81.65140822530314,68.68293494521913
2016-03-21,7704.25,16.329999923706055,87.1644680777849,82.91819627938276
2016-03-22,7714.89990234375,16.43000030517578,83.27028925524442,93.97580695574379
2016-03-23,7716.5,16.350000381469727,79.19709795231108,101.69587089463676
2016-03-28,7615.10009765625,17.489999771118164,61.82203389830509,98.49654563535478
2016-03-29,7597.0,17.639999389648438,59.32981399861762,93.4236015805991
2016-03-30,7735.2001953125,16.809999465942383,66.96540330108621,99.4089333394868
2016-03-31,7738.39990234375,16.579999923706055,64.90191755425369,103.2206777759875
2016-04-01,7713.0498046875,17.280000686645508,66.8598554965935,103.0085532020803
2016-04-04,7758.7998046875,17.450000762939453,67.89517342218848,105.31804473873945
2016-04-05,7603.2001953125,17.829999923706055,53.92200092943762,93.51476534023641
2016-04-06,7614.35009765625,17.350000381469727,60.18684949162807,84.09093733361624
2016-04-07,7546.4501953125,16.93000030517578,53.04055526160167,70.332778596352
2016-04-08,7555.2001953125,16.43000030517578,52.736281003541116,59.45008695209799
2016-04-11,7671.39990234375,16.010000228881836,54.17106601266768,59.51576002017828
2016-04-12,7708.9501953125,16.020000457763672,50.31698132095527,61.88443596538218
2016-04-13,7850.4501953125,16.040000915527344,57.77015585263275,74.32274975760265
2016-04-18,7914.7001953125,16.950000762939453,60.60008126709821,88.34624062321654
2016-04-20,7914.75,17.079999923706055,67.97433555795206,98.33048437478556
2016-04-21,7912.0498046875,16.510000228881836,69.25380616745346,104.81692205408126
2016-04-22,7899.2998046875,16.3799991607666,61.844939689056055,107.68730004151621
2016-04-25,7855.0498046875,16.56999969482422,57.94889130968597,105.17905145570057
2016-04-26,7962.64990234375,16.579999923706055,65.29413278266026,110.59876133448324
2016-04-27,7979.89990234375,16.350000381469727,64.03811014267743,114.96065640949018
2016-04-28,7847.25,16.600000381469727,65.96036014862709,106.48624402876158
2016-04-29,7849.7998046875,16.540000915527344,65.57310657318085,98.83663192173753
2016-05-02,7805.89990234375,17.09000015258789,67.72319221791648,88.21501618742514
2016-05-03,7747.0,17.459999084472656,62.26185273515052,74.18937044009999
2016-05-04,7706.5498046875,17.450000762939453,52.48813601501447,59.12835753119907
2016-05-05,7735.5,17.170000076293945,51.902529895198846,48.96400849609108
2016-05-06,7733.4501953125,16.950000762939453,39.52175882763482,40.278975590424125
2016-05-09,7866.0498046875,16.610000610351562,46.11821302842966,43.59318958210588
2016-05-10,7887.7998046875,16.420000076293945,47.92163094395325,47.42805023562141
2016-05-11,7848.85009765625,16.959999084472656,45.384181407487134,46.784980953282684
2016-05-12,7900.39990234375,16.329999923706055,50.07603672172044,49.86022469913405
2016-05-13,7814.89990234375,17.0,47.37461853472635,44.88088319290182
2016-05-16,7860.75,17.030000686645508,42.751454113371175,44.12578429657697
2016-05-17,7890.75,16.3700008392334,43.771394105955785,45.4244870496359
2016-05-18,7870.14990234375,16.450000762939453,51.89694629626484,44.28101860097013
2016-05-19,7783.39990234375,17.059999465942383,45.17301771316891,35.96028384943838
2016-05-20,7749.7001953125,16.43000030517578,45.853026864871445,26.343090148744523
2016-05-23,7731.0498046875,16.15999984741211,48.74870910110535,17.020265174995984
2016-05-24,7748.85009765625,16.219999313354492,53.44072825193323,10.942060829252114
2016-05-25,7934.89990234375,15.520000457763672,62.91785948141423,20.896818928549692
2016-05-26,8069.64990234375,15.329999923706055,68.5848473479215,39.207278192347076
2016-05-27,8156.64990234375,15.260000228881836,66.91699445204651,60.04644396093681
2016-05-30,8178.5,15.979999542236328,66.92084955253202,77.43216346205736
2016-05-31,8160.10009765625,16.049999237060547,68.56103091991014,88.70323737469243
2016-06-01,8179.9501953125,15.84000015258789,67.3256971659429,98.10647130873986
2016-06-02,8218.9501953125,15.09000015258789,76.57349776139006,107.46676602847856
2016-06-03,8220.7998046875,15.0,75.13436681937173,113.7231849638465
2016-06-06,8201.0498046875,15.359999656677246,71.97590684755666,115.7534484036496
2016-06-07,8266.4501953125,14.869999885559082,76.39185790682988,121.2421082037381
2016-06-08,8273.0498046875,15.140000343322754,86.5056269025425,124.6871283596056
2016-06-09,8203.599609375,15.670000076293945,82.12763045479807,120.42509576893644
2016-06-10,8170.0498046875,15.970000267028809,80.43117419047374,113.03719298614487
2016-06-13,8110.60009765625,16.579999923706055,73.70734454598981,101.21835015398756
2016-06-14,8108.85009765625,17.190000534057617,65.03070694319511,90.66548639484336
2016-06-15,8206.599609375,17.059999465942383,62.64192547171768,89.16203012356527
2016-06-16,8140.75,17.700000762939453,48.472627560903994,81.71505674010132
2016-06-17,8170.2001953125,17.350000381469727,49.214180441701046,77.29861104590418
2016-06-20,8238.5,17.520000457763672,56.78201566052034,78.40595441103869
2016-06-21,8219.900390625,17.260000228881836,53.46340100577389,76.89628644883851
2016-06-22,8203.7001953125,18.18000030517578,48.62351761061837,73.54486392989293
2016-06-23,8270.4501953125,18.020000457763672,54.011513316216956,75.40577376342571
2016-06-24,8088.60009765625,18.6299991607666,42.80044242060845,61.49786599930212
2016-06-27,8094.7001953125,18.530000686645508,38.10016130603761,50.38714416239054
2016-06-28,8127.85009765625,17.729999542236328,40.296715222954084,43.75238685135082
2016-06-29,8204.0,16.15999984741211,50.02651950283047,44.130248554153695
2016-06-30,8287.75,16.290000915527344,57.30967551772699,50.60429691328136
2016-07-01,8328.349609375,15.739999771118164,63.847371535991286,58.33858515717566
2016-07-04,8370.7001953125,15.579999923706055,65.8342127345964,67.11177983721063
2016-07-05,8335.9501953125,15.359999656677246,58.46701918479331,70.44847903282607
2016-07-07,8337.900390625,15.3100004196167,64.08317277038407,72.41544151548442
2016-07-08,8323.2001953125,15.079999923706055,61.164620285186956,71.95859663775991
2016-07-11,8467.900390625,14.850000381469727,65.06041321794791,82.3236642754382
2016-07-12,8521.0498046875,14.779999732971191,68.91284722137041,93.74612164583596
2016-07-13,8519.5,15.329999923706055,70.20472198896353,101.50337736955589
